Code ,Company Name,Market Segment,Industry,Fiscal Year End
46330,SAKATA INX CORPORATION,Prime,Chemicals,December
46340,"TOYO INK SC HOLDINGS CO.,LTD.",Prime,Chemicals,December
46350,"TOKYO PRINTING INK MFG.CO.,LTD.",Standard,Chemicals,March
46360,"T&K TOKA CO.,LTD.",Prime,Chemicals,March
46410,Altech Corporation,Prime,Services,December
46420,"ORIGINAL ENGINEERING CONSULTANTS CO.,LTD.",Standard,Services,December
46440,"Imagineer Co.,Ltd.",Standard,Information & Communication,March
46450,"ICHISHIN HOLDINGS CO.,LTD.",Standard,Services,February
46500,"SD ENTERTAINMENT,Inc.",Standard,Services,March
46510,SANIX INCORPORATED,Prime,Services,March
46570,"ENVIRONMENTAL CONTROL CENTER CO.,LTD.",Standard,Services,June
46580,"Nippon Air Conditioning Services Co.,Ltd.",Prime,Services,March
46590,"AJIS CO.,LTD.",Standard,Services,March
46610,"ORIENTAL LAND CO.,LTD.",Prime,Services,March
46620,Focus Systems Corporation,Prime,Information & Communication,March
46640,JAPAN RELIANCE SERVICE CORPORATION,Standard,Services,March
46650,"DUSKIN CO.,LTD.",Prime,Services,March
46660,"PARK24 Co.,Ltd.",Prime,Real Estate,October
46670,"AISAN TECHNOLOGY CO.,LTD.",Standard,Information & Communication,March
46680,"MEIKO NETWORK JAPAN CO.,LTD.",Prime,Services,August
46710,"FALCO HOLDINGS Co.,Ltd.",Prime,Services,March
46730,"Kawasaki Geological Engineering Co.,Ltd.",Standard,Services,November
46740,CRESCO LTD.,Prime,Information & Communication,March
46760,"FUJI MEDIA HOLDINGS,INC.",Prime,Information & Communication,March
46780,"SHUEI YOBIKO Co.,Ltd.",Standard,Services,March
46790,"TAYA Co.,Ltd.",Standard,Services,March
46800,ROUND ONE Corporation,Prime,Services,March
46810,"RESORTTRUST,INC.",Prime,Services,March
46840,"OBIC Co.,Ltd.",Prime,Information & Communication,March
46850,"Ryoyu Systems Co.,Ltd.",Standard,Information & Communication,March
46860,JUSTSYSTEMS CORPORATION,Prime,Information & Communication,March
46870,TDC SOFT Inc.,Prime,Information & Communication,March
46890,Z Holdings Corporation,Prime,Information & Communication,March
46900,"NIPPON PALLET POOL CO.,LTD.",Standard,Services,March
46910,WASHINGTON HOTEL CORPORATION,Standard,Services,March
46940,"BML,INC.",Prime,Services,March
47040,Trend Micro Incorporated,Prime,Information & Communication,December
47050,CLIP Corporation,Standard,Services,March
47070,KITAC CORPORATION,Standard,Services,October
47090,ID Holdings Corporation,Prime,Information & Communication,March
47120,"KeyHolder,Inc.",Standard,Services,December
47140,"RISO KYOIKU CO.,LTD.",Prime,Services,February
47160,ORACLE CORPORATION JAPAN,Standard,Information & Communication,May
47180,"WASEDA ACADEMY CO.,LTD.",Prime,Services,March
47190,ALPHA SYSTEMS INC.,Prime,Information & Communication,March
47200,"JOHNAN ACADEMIC PREPARATORY INSTITUTE,INC.",Standard,Services,March
47220,Future Corporation,Prime,Information & Communication,December
47250,CAC Holdings Corporation,Prime,Information & Communication,December
47260,SB Technology Corp.,Prime,Information & Communication,March
47280,"TOSE CO.,LTD.",Standard,Information & Communication,August
47320,"USS Co.,Ltd.",Prime,Services,March
47330,"OBIC BUSINESS CONSULTANTS CO.,LTD.",Prime,Information & Communication,March
47350,"KYOSHIN CO.,LTD.",Standard,Services,May
47360,Nippon RAD Inc.,Standard,Information & Communication,March
47390,ITOCHU Techno-Solutions Corporation,Prime,Information & Communication,March
47430,ITFOR Inc.,Prime,Information & Communication,March
47450,"Tokyo Individualized Educational Institute,INC.",Prime,Services,February
47460,"Toukei Computer Co.,Ltd.",Standard,Information & Communication,December
47480,KOZO KEIKAKU ENGINEERING Inc.,Standard,Information & Communication,June
47500,"DAISAN CO.,LTD.",Standard,Services,April
47510,"CyberAgent,Inc.",Prime,Services,September
47520,SHOWA SYSTEM ENGINEERING CORPORATION,Standard,Information & Communication,March
47540,TOSNET CORPORATION,Standard,Services,September
47550,"Rakuten Group,Inc.",Prime,Services,December
47600,"ALPHA CO.,LTD.",Standard,Services,August
47610,SAKURA KCS Corporation,Standard,Information & Communication,March
47620,XNET Corporation,Standard,Information & Communication,March
47630,"CREEK & RIVER Co.,Ltd.",Prime,Services,February
47650,"SBI Global Asset Management Co.,Ltd.",Prime,Services,March
47660,"PA Co.,Ltd.",Standard,Services,December
47670,"TOW CO.,LTD.",Prime,Services,June
47680,OTSUKA CORPORATION,Prime,Information & Communication,December
47690,"IC CO.,LTD.",Standard,Information & Communication,September
47700,"ZUKEN ELMIC,INC.",Standard,Information & Communication,March
47710,"F&M CO.,LTD.",Standard,Services,March
47720,Stream Media Corporation,Growth,Information & Communication,December
47760,"Cybozu,Inc.",Prime,Information & Communication,December
47770,GALA INCORPORATED,Standard,Information & Communication,December
47810,"NIHON HOUSING CO.,LTD.",Standard,Services,March
47830,"Nippon Computer Dynamics Co.,Ltd.",Standard,Information & Communication,March
47840,GMO AD Partners Inc.,Standard,Services,December
47920,"YAMADA Consulting Group Co.,Ltd.",Prime,Services,March
48000,Oricon Inc.,Standard,Information & Communication,March
48010,"CENTRAL SPORTS Co.,LTD.",Prime,Services,March
48090,Paraca Inc.,Prime,Real Estate,September
48120,"Information Services International-Dentsu,Ltd.",Prime,Information & Communication,December
48130,"ACCESS CO.,LTD.",Prime,Information & Communication,January
48140,Nextware Ltd.,Standard,Information & Communication,March
48160,"TOEI ANIMATION CO.,LTD.",Standard,Information & Communication,March
48190,"Digital Garage,Inc.",Prime,Information & Communication,March
48200,"EM SYSTEMS CO.,LTD.",Prime,Information & Communication,December
48240,"MEDIASEEK,inc.",Growth,Information & Communication,July
48250,WEATHERNEWS INC.,Prime,Information & Communication,May
48260,"Computer Institute of Japan, Ltd.",Prime,Information & Communication,June
48280,Business Engineering Corporation,Prime,Information & Communication,March
48290,"Nihon Enterprise Co.,Ltd.",Standard,Information & Communication,May
48320,"JFE Systems, Inc.",Standard,Information & Communication,March
48330,"Success Holders,inc.",Growth,Services,March
48370,SHiDAX CORPORATION,Standard,Services,March
48380,SPACE SHOWER NETWORKS INC.,Standard,Information & Communication,March
48390,WOWOW INC.,Prime,Information & Communication,March
48400,TriIs Incorporated,Growth,Services,December
48450,"Scala,Inc.",Prime,Information & Communication,June
48470,INTELLIGENT WAVE INC.,Prime,Information & Communication,June
48480,"FULLCAST HOLDINGS CO.,LTD.",Prime,Services,December
48490,en Japan Inc.,Prime,Services,March
48800,"CellSource Co.,Ltd.",Growth,Pharmaceutical,October
48810,FunPep Company Limited,Growth,Pharmaceutical,December
48820,Perseus Proteomics Inc.,Growth,Pharmaceutical,March
48830,Modalis Therapeutics Corporation,Growth,Pharmaceutical,December
48840,"Kringle Pharma,Inc.",Growth,Pharmaceutical,September
48850,MUROMACHI CHEMICALS INC.,Standard,Pharmaceutical,May
48860,"ASKA Pharmaceutical Holdings Co.,Ltd.",Prime,Pharmaceutical,March
48870,"SAWAI GROUP HOLDINGS Co.,Ltd.",Prime,Pharmaceutical,March
48880,STELLA PHARMA CORPORATION,Growth,Pharmaceutical,March
48890,Renascience Inc.,Growth,Pharmaceutical,March
48900,Tsubota Laboratory Incorporated,Growth,Pharmaceutical,March
48910,"TMS Co.,Ltd.",Growth,Pharmaceutical,February
48920,Cyfuse Biomedical K.K.,Growth,Pharmaceutical,December
48930,Noile-Immune Biotech Inc.,Growth,Pharmaceutical,December
48940,Cuorips Inc.,Growth,Pharmaceutical,March
49010,FUJIFILM Holdings Corporation,Prime,Chemicals,March
49020,"KONICA MINOLTA,INC.",Prime,Electric Appliances,March
49110,"Shiseido Company,Limited",Prime,Chemicals,December
49120,Lion Corporation,Prime,Chemicals,December
49140,TAKASAGO INTERNATIONAL CORPORATION,Prime,Chemicals,March
49170,MANDOM CORPORATION,Prime,Chemicals,March
49180,IVY COSMETICS CORPORATION,Standard,Chemicals,March
49190,"Milbon Co.,Ltd.",Prime,Chemicals,December
49200,"Nippon Shikizai,Inc.",Standard,Chemicals,February
49210,FANCL CORPORATION,Prime,Chemicals,March
49220,KOSE Corporation,Prime,Chemicals,December
49230,"COTA CO.,LTD.",Prime,Chemicals,March
49250,"HABA LABORATORIES,INC.",Standard,Chemicals,March
49260,"C'BON COSMETICS Co.,Ltd.",Standard,Chemicals,March
49270,POLA ORBIS HOLDINGS INC.,Prime,Chemicals,December
49280,"Noevir Holdings Co.,Ltd.",Prime,Chemicals,September
49290,"ADJUVANT HOLDINGS CO.,LTD.",Prime,Chemicals,March
49300,"GRAPHICO,Inc.",Standard,Chemicals,June
49310,"Shinnihonseiyaku Co.,Ltd.",Prime,Chemicals,September
49320,"ALMADO,INC.",Standard,Chemicals,March
49330,"I-ne CO.,LTD.",Growth,Chemicals,December
49340,"Premier Anti-Aging Co.,Ltd.",Growth,Chemicals,July
49350,"LIBERTA CO.,LTD.",Standard,Chemicals,December
49360,AXXZIA Inc.,Prime,Chemicals,July
49370,Waqoo Inc.,Growth,Chemicals,September
49510,S.T.CORPORATION,Prime,Chemicals,March
49550,"AGRO-KANESHO CO.,LTD.",Prime,Chemicals,December
49560,"KONISHI CO.,LTD.",Prime,Chemicals,March
49570,"YASUHARA CHEMICAL CO.,LTD.",Standard,Chemicals,March
49580,"T.HASEGAWA CO.,LTD.",Prime,Chemicals,September
49600,"CHEMIPRO KASEI KAISHA,LTD.",Standard,Chemicals,March
,,,,
,,,,
,,,,
49630,SEIKO PMC CORPORATION,Prime,Chemicals,December
49660,"C.Uyemura & Co.,Ltd.",Standard,Chemicals,March
49670,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Prime,Chemicals,December
49680,"ARAKAWA CHEMICAL INDUSTRIES,LTD.",Prime,Chemicals,March
49700,"Toyo Gosei Co.,Ltd.",Standard,Chemicals,March
49710,MEC COMPANY LTD.,Prime,Chemicals,December
49720,"Soken Chemical & Engineering Co.,Ltd.",Standard,Chemicals,March
49730,"JAPAN PURE CHEMICAL CO.,LTD.",Prime,Chemicals,March
49740,TAKARA BIO INC.,Prime,Chemicals,March
49750,JCU CORPORATION,Prime,Chemicals,March
49760,"TOYO DRILUBE CO.,LTD.",Standard,Chemicals,June
49770,Nitta Gelatin Inc.,Prime,Chemicals,March
49780,ReproCELL Incorporated,Growth,Chemicals,March
49790,"OAT Agrio Co.,Ltd.",Prime,Chemicals,December
49800,Dexerials Corporation,Prime,Chemicals,March
49850,Earth Corporation,Prime,Chemicals,December
49870,"TERAOKA SEISAKUSHO CO.,LTD.",Standard,Chemicals,March
49900,"Showa Chemical Industry Co.,Ltd.",Standard,Chemicals,March
49920,"HOKKO CHEMICAL INDUSTRY CO.,LTD.",Standard,Chemicals,November
49940,"Taisei Lamick Co.,Ltd.",Standard,Chemicals,March
49960,"KUMIAI CHEMICAL INDUSTRY CO.,LTD.",Prime,Chemicals,October
49970,"NIHON NOHYAKU CO.,LTD.",Prime,Chemicals,March
49980,FUMAKILLA LIMITED,Standard,Chemicals,March
50090,"FUJI KOSAN COMPANY,LTD.",Standard,Wholesale Trade,March
50100,"NIPPON SEIRO CO.,LTD.",Standard,Oil & Coal Products,December
50110,"NICHIREKI CO.,LTD.",Prime,Oil & Coal Products,March
50130,"Yushiro Chemical Industry Co.,Ltd.",Standard,Oil & Coal Products,March
50150,BP Castrol K.K.,Standard,Oil & Coal Products,December
50170,"Fuji Oil Company,Ltd.",Prime,Oil & Coal Products,March
50180,MORESCO Corporation,Prime,Oil & Coal Products,February
50190,"Idemitsu Kosan Co.,Ltd.",Prime,Oil & Coal Products,March
50200,"ENEOS Holdings,Inc.",Prime,Oil & Coal Products,March
50210,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",Prime,Oil & Coal Products,March
50250,MERCURY REALTECH INNOVATOR Inc.,Growth,Information & Communication,February
50260,"TRIPLEIZE CO.,LTD.",Growth,Information & Communication,August
50270,AnyMind Group Inc.,Growth,Information & Communication,December
50280,"SecondXight Analytica,Inc.",Growth,Information & Communication,March
50290,circlace Inc,Growth,Information & Communication,March
50310,Moi Corporation,Growth,Information & Communication,January
50320,ANYCOLOR Inc.,Prime,Information & Communication,April
50330,Nulab Inc.,Growth,Information & Communication,March
50340,"unerry,Inc.",Growth,Information & Communication,June
50350,HOUSEI Inc.,Growth,Information & Communication,December
50360,"Japan Business Systems,Inc.",Standard,Information & Communication,September
50370,"Fitworks Co.,Ltd.",TOKYO PRO Market,Information & Communication,November
50380,"eWeLL Co.,Ltd.",Growth,Information & Communication,December
50700,DRAFT Inc.,Growth,Construction,December
50710,VIS co.ltd.,Standard,Construction,March
50720,"ART FORCE JAPAN Co.,Ltd.",TOKYO PRO Market,Construction,December
50740,"TESS Holdings Co.,Ltd.",Prime,Construction,June
50760,INFRONEER Holdings Inc.,Prime,Construction,March
50770,"Hands Co.,Ltd.",TOKYO PRO Market,Construction,June
50780,CEL Corporation,Standard,Construction,February
50790,"NOVAC CO.,LTD.",Standard,Construction,April
51010,"The Yokohama Rubber Company,Limited",Prime,Rubber Products,December
51030,"Showa Holdings Co.,Ltd.",Standard,Rubber Products,March
51050,Toyo Tire Corporation,Prime,Rubber Products,December
51080,BRIDGESTONE CORPORATION,Prime,Rubber Products,December
51100,"Sumitomo Rubber Industries,Ltd.",Prime,Rubber Products,December
51210,FUJIKURA COMPOSITES Inc.,Prime,Rubber Products,March
51220,"OKAMOTO INDUSTRIES,INC.",Prime,Rubber Products,March
51250,Fines inc.,Growth,Information & Communication,June
51260,PORTERS CORPORATION,Growth,Information & Communication,December
51270,GUPPY's Inc.,Growth,Information & Communication,August
51290,FIXER Inc.,Growth,Information & Communication,August
51300,"HiroHoldings Co.,ltd.",TOKYO PRO Market,Information & Communication,August
51310,Linkers Corporation,Growth,Information & Communication,July
51320,"pluszero,Inc.",Growth,Information & Communication,October
51330,Terilogy Holdings Corporation,Standard,Information & Communication,March
51340,"POPER Co.,Ltd.",Growth,Information & Communication,October
51350,AIR-U LTD.,TOKYO PRO Market,Information & Communication,December
51360,"tripla Co.,Ltd.",Growth,Information & Communication,October
51370,SmartDrive inc.,Growth,Information & Communication,September
51380,"Rebase,Inc.",Growth,Information & Communication,March
51390,OpenWork Inc.,Growth,Information & Communication,December
51420,Achilles Corporation,Prime,Chemicals,March
51610,"NISHIKAWA RUBBER CO.,LTD.",Standard,Rubber Products,March
51620,ASAHI RUBBER INC.,Standard,Rubber Products,March
51840,"NICHIRIN CO.,LTD.",Standard,Rubber Products,December
51850,"Fukoku Co.,Ltd.",Prime,Rubber Products,March
51860,Nitta Corporation,Prime,Rubber Products,March
51870,"CREATE MEDIC CO.,LTD.",Standard,Precision Instruments,December
51890,"SAKURA RUBBER CO.,LTD.",Standard,Rubber Products,March
51910,Sumitomo Riko Company Limited,Prime,Rubber Products,March
51920,Mitsuboshi Belting Ltd.,Prime,Rubber Products,March
51940,"SAGAMI RUBBER INDUSTRIES CO.,LTD.",Standard,Rubber Products,March
51950,"Bando Chemical Industries,Ltd.",Prime,Rubber Products,March
51990,"FUJI LATEX CO.,LTD.",Standard,Rubber Products,March
52010,AGC Inc.,Prime,Glass & Ceramics Products,December
52020,"Nippon Sheet Glass Company,Limited",Prime,Glass & Ceramics Products,March
52040,"ISHIZUKA GLASS CO.,LTD.",Standard,Glass & Ceramics Products,March
52080,"Arisawa Mfg.Co.,Ltd.",Prime,Chemicals,March
52100,"Nihon Yamamura Glass Co.,Ltd.",Standard,Glass & Ceramics Products,March
52120,"FUJI GLASS CO.,LTD.",Standard,Glass & Ceramics Products,March
52140,"Nippon Electric Glass Co.,Ltd.",Prime,Glass & Ceramics Products,December
52160,"KURAMOTO CO.,LTD.",Standard,Glass & Ceramics Products,December
52170,Techno Quartz Inc.,Standard,Glass & Ceramics Products,March
52180,OHARA INC.,Standard,Glass & Ceramics Products,October
52320,"Sumitomo Osaka Cement Co.,Ltd.",Prime,Glass & Ceramics Products,March
52330,TAIHEIYO CEMENT CORPORATION,Prime,Glass & Ceramics Products,March
52370,NOZAWA CORPORATION,Standard,Glass & Ceramics Products,March
52400,"monoAI technology Co.,Ltd.",Growth,Information & Communication,December
52410,"Nihon Office Automation Research Co.,Ltd.",TOKYO PRO Market,Information & Communication,December
52420,"EYEZ,INC.",Growth,Information & Communication,December
52430,note inc.,Growth,Information & Communication,November
52440,"jig.jp co.,ltd.",Growth,Information & Communication,March
52460,"ELEMENTS,Inc.",Growth,Information & Communication,November
52470,"BTM,Inc.",Growth,Information & Communication,March
52480,"TECHNOLOGIES,Inc.",Growth,Information & Communication,January
52490,"Asakawa Systems Co.,Ltd.",TOKYO PRO Market,Information & Communication,March
52500,"PRIME STRATEGY CO.,LTD.",Standard,Information & Communication,November
52510,"WISS1 Co.,Ltd.",TOKYO PRO Market,Information & Communication,December
52520,"Nihon Knowledge Co,Ltd.",Growth,Information & Communication,March
52530,COVER Corporation,Growth,Information & Communication,March
52540,Arent Inc.,Growth,Information & Communication,June
52550,Monstarlab Holdings Inc.,Growth,Information & Communication,December
52560,"Fusic Co.,Ltd.",Growth,Information & Communication,June
52570,"NOVA SYSTEM CO.,LTD.",Standard,Information & Communication,December
52580,Transaction Media Networks Inc.,Growth,Information & Communication,March
52590,BBD Initiative Inc.,Growth,Information & Communication,September
52610,"RESOL HOLDINGS Co.,Ltd.",Prime,Services,March
52620,Nippon Hume Corporation,Prime,Glass & Ceramics Products,March
52680,"ASAHI CONCRETE WORKS CO.,LTD.",Standard,Glass & Ceramics Products,March
52690,"NIPPON CONCRETE INDUSTRIES CO.,LTD.",Prime,Glass & Ceramics Products,March
52710,"TOYO ASANO FOUNDATION CO.,LTD.",Standard,Glass & Ceramics Products,February
52730,"MITANI SEKISAN CO.,LTD.",Standard,Glass & Ceramics Products,March
52770,SPANCRETE CORPORATION,Standard,Glass & Ceramics Products,March
52790,"NIHON KOGYO CO.,LTD.",Standard,Glass & Ceramics Products,March
52800,"Yoshicon Co.,Ltd.",Standard,Real Estate,March
52820,GEOSTR Corporation,Standard,Glass & Ceramics Products,March
52830,"TAKAMISAWA CO.,LTD.",Standard,Wholesale Trade,June
